title,marks,condition,category,height,width,length,weight,create_date,target_group,is_painting_hint,is_icon_hint,is_coin_hint,is_doc_hint
Никольская церковь (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 2 четверть 20 век,"Размеры: В. 28.5, Ш. 24 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.",NA,ЖИВОПИСЬ,28.5,24,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
У ограды Никольской церкви (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 20, Ш. 34 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.",NA,ЖИВОПИСЬ,20,34,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Пожарная каланча (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 24, Ш. 21(без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.",NA,ЖИВОПИСЬ,24,21,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Дворик с желтыми цветами (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 27, Ш. 18 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.  Состояние: потемнение красочного слоя.  Из источника: В нижней части больше половины занимает изображение желтых цветов, вверху - садовые заросли.  ",NA,ЖИВОПИСЬ,27,18,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Река Воронеж у Успенской церкви (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 19, Ш. 17 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.",NA,ЖИВОПИСЬ,19,17,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Никольская церковь вид со спуска (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 26, Ш. 22 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.",NA,ЖИВОПИСЬ,26,22,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Ильинская церковь (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 25, Ш. 35 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.",NA,ЖИВОПИСЬ,25,35,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Никольский спуск (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 22, Ш. 18 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.  Из источника: изображен вид Никольской церкви от реки Воронеж, около 2/3 поверхности занимает изображение зеленых деревьев, слева в углу - изображение храмовой части Никольской церкви.",NA,ЖИВОПИСЬ,22,18,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Уголок двора на улице Таранченко (название изначальное)    Автор: Васильев Аркадий Павлович    Школа / Место издания: Россия    Период оригинала: 3 четверть 20 век,"Размеры: В. 31, Ш. 20 (без обрамления)    Ссылка на каталоги / инвентари: В источнике нет сведений о наличии подписи / надписи.  Из источника: на переднем плане старый деревянный дом, ворота, вид дворика; справа силуэт храмовой части Никольской церкви; по центру в верхней части - белое облако  ",NA,ЖИВОПИСЬ,31,20,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Преподобный отец Серафим (название старое); Святой Серафим Саровский (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,"Размеры: В. 30, Ш. 25 (доска)    Ссылка на каталоги / инвентари: В источнике не указана датировка, техника, требуется уточнение.",NA,ИКОНА,30,25,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Святой Серафим Саровский (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,"Размеры: В. 15, Ш. 20 (доска) / В. 20, Ш. 15 (доска)    Ссылка на каталоги / инвентари: В источнике не указана датировка, требуется уточнение.",NA,ИКОНА,15,20,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Сошествие во ад / Воскресение (название изначальное); Воскресение Господне (название старое); Сошествие во ад / Воскресение и Праздники (название последнее)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия ?,"Стиль: С окладом/ризой: Латунь ?/ Медь ?/ Другое ?    Размеры: В. 60, Ш. 70 (в окладе ?) / В. 70, Ш. 60 (в окладе ?)    Ссылка на каталоги / инвентари: В источнике не указаны датировка, количество клейм, материал оклада и техника, требуется уточнение.",NA,ИКОНА,60,70,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,0,1,0
Сошествие во ад / Воскресение (название изначальное); Воскресение Христово (название употребляемое); Сошествие во ад / Воскресение и Праздники (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 25, Ш. 40 (доска) / В. 40, Ш. 25 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны датировка, количество клейм, техника, требуется уточнение.",NA,ИКОНА,25,40,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Сошествие во ад / Воскресение (название изначальное); Воскресение Христово (название употребляемое)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия ?,"Стиль: Дерево ?; С басмой ?/ Другое ?: Медь - рама ?/ поля ?    Размеры: В. 25, Ш. 30 (в обрамлении ?) / В. 30, Ш. 25 (в обрамлении ?)    Ссылка на каталоги / инвентари: В источнике не указаны иконография, датировка, материал и техника, требуется уточнение.",NA,ИКОНА,25,30,NA,NA,2016-06-14T12:45:28+03:00,ICON,1,1,1,0
Сошествие во ад / Воскресение (название изначальное); Воскресенье (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Стиль: Дерево поделочное    Размеры: В. 15, Ш. 18 (доска) / В. 18, Ш. 15 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны иконография, датировка, требуется уточнение.",NA,ИКОНА,15,18,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,1
"Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец); Аноним (мастер, ювелир)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век","Стиль: С окладом/ризой: Серебро    Размеры: В. 39, Ш. 33 (в окладе ?)    Ссылка на каталоги / инвентари: В источнике не указана техника оклада.",NA,ИКОНА,39,33,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,1,0
Минеи (название придуманное); Избранные Святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: середина 19 век; 2 половина 19 век,"Размеры: В. 44.5, Ш. 39 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны подробности, требуется уточнение.",NA,ИКОНА,44.5,39,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Образ похвалы Богородицы (название старое); Похвала Богоматери (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 половина 19 век,"Размеры: В. 22.5, Ш. 18 (доска)",NA,ИКОНА,22.5,18,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: середина 19 век,"Размеры: В. 18, Ш. 15 (доска)",NA,ИКОНА,18,15,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
"Пасущийся табун лошадей (название придуманное)    Автор: Аноним (художник) ?    Школа / Место издания: Западная Европа, Германия ?    Период оригинала: 4 четверть 19 век","Размеры: В. 118, Ш. 200 (в обрамлении ?)    Ссылка на каталоги / инвентари: Фото: предоставлено ТУ в г. Воронеже на дополнительный запрос во 2- пол. 2003 г.",NA,ЖИВОПИСЬ,118,200,NA,NA,2016-06-14T12:45:28+03:00,ART,0,0,0,0
Святой Иоанн Предтеча Креститель с житием (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 1 половина 19 век; середина 19 век,"Размеры: В. 35.5, Ш. 31 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны клейма, школа, требуется уточнение.",NA,ИКОНА,35.5,31,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Образ Святых мучеников (название старое); Святые мученики и Предстоящие Святые (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 2 половина 19 век,"Размеры: В. 33.6, Ш. 29 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны количество Святых, их имена, школа, требуется уточнение.",NA,ИКОНА,33.6,29,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Распятие и Богоматери (название придуманное); Распятие Христа и Богоматерь с младенцем в четырех образах (название предполагаемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 2 половина 19 век,"Размеры: В. 37.5, Ш. 44.5 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны названия икон с Богоматерью, требуется уточнение.",NA,ИКОНА,37.5,44.5,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Размеры: В. 30, Ш. 20 (доска)    Ссылка на каталоги / инвентари: Состояние: обожженое пятно (от лампады) в нижней части.  В источнике не указана техника, требуется уточнение.",NA,ИКОНА,30,20,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
"Богоматерь Казанская (название придуманное); Казанская Тобольская Богоматерь (название предполагаемое); Путеводительница / Богохранимая (название изначальное)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век","Размеры: В. 30, Ш. 20 (доска)    Ссылка на каталоги / инвентари: Состояние: обожженое пятно (от лампады) в нижней части.  В источнике не указана техника, требуется уточнение.",NA,ИКОНА,30,20,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
"Богоматерь Смоленская (название придуманное); Путеводительница / Богохранимая (название изначальное); Богоматерь Одигитрия Смоленская (название последнее)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век","Стиль: Желтый: рамка    Размеры: В. 30, Ш. 20 (в обрамлении ?)    Ссылка на каталоги / инвентари: В источнике не указаны техника, требуется уточнение.",NA,ИКОНА,30,20,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,0,0,0
Рождество Богородицы (название старое); Рождество Богоматери (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Размеры: В. 30, Ш. 20 (доска)",NA,ИКОНА,30,20,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Покров Пресвятой Богородицы (название старое); Покров Богоматери (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Размеры: В. 26, Ш. 20, Т. 2.5 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны техника, требуется уточнение.",NA,ИКОНА,26,20,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Божья Матерь (название старое); Богоматерь (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Размеры: В. 28, Ш. 21, Т. 1 (доска)    Ссылка на каталоги / инвентари: Состояние: в центральной части стертость красочного слоя в отдельных местах.  В источнике не указаны икнография, техника, требуется уточнение.",NA,ИКОНА,28,21,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Святой Серафим Саровский (название изначальное)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Стиль: С окладом/ризой: Латунь ?/ Медь ?/ Другое ?    Ссылка на каталоги / инвентари: В источнике не указаны материал и техника оклада, размеры, требуется уточнение.",NA,ИКОНА,NA,NA,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,1,0
"Господь Вседержитель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век","Стиль: Бархат ?/ Ткань: плюш, Красный - бордовый (оборотная сторона)    Ссылка на каталоги / инвентари: В источнике не указаны иконография, размеры, требуется уточнение.",NA,ИКОНА,NA,NA,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
"Господь Вседержитель (название старое); Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век","Размеры: В. 20, Ш. 17.5, Т. 5.5 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны иконография, требуется уточнение.  Размеры: см. Рег. № 2.1./4826, требуется уточнение.",NA,ИКОНА,20,17.5,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Богоматерь (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Размеры: В. 40, Ш. 30 (доска)    Ссылка на каталоги / инвентари: Состояние: потемнение.   В источнике не указаны иконография, требуется уточнение.",NA,ИКОНА,40,30,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век,"Стиль: Черный, Коричневый, Красный: краски    Размеры: В. 31.8, Ш. 27 (доска)    Ссылка на каталоги / инвентари: В источнике не указана техника, требуется уточнение.",NA,ИКОНА,31.8,27,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
"Богоматерь Казанская (название придуманное); Казанская Тобольская Богоматерь (название предполагаемое); Путеводительница / Богохранимая (название изначальное)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 4 четверть 19 век","Стиль: Черный, Коричневый, Красный: краски    Размеры: В. 31.8, Ш. 27 (доска)    Ссылка на каталоги / инвентари: В источнике не указана техника, требуется уточнение.",NA,ИКОНА,31.8,27,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
Святой Апостол Матфей Евангелист (название изначальное)    Автор: Аноним (резчик); Аноним (иконописец)    Школа / Место издания: Россия  ?    Период оригинала: 4 четверть 19 век,"Стиль: Другое: Резная ?, Рельеф    Ссылка на каталоги / инвентари: В источнике не указаны техника, размеры, требуется уточнение.",NA,ИКОНА,NA,NA,NA,NA,2016-06-14T12:45:28+03:00,ICON,0,1,0,0
"Смоленская Богородица (название старое); Путеводительница / Богохранимая (название изначальное); Богоматерь Одигитрия Смоленская (название придуманное)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия","Стиль: С окладом: Латунь ?/ Медь ?/ Серебро ?/ Сталь ?/ Олово, жесть , полуда ?/ Белая жесть ?/ Другое ?",NA,ИКОНА,NA,NA,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,1,0
Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 20, Ш. 30 (доска) / В. 30, Ш. 20 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны датировка, техника, требуется уточнение.",NA,ИКОНА,20,30,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
"Божья Матерь Владимирская (название старое); Сладколобзающая / Умиление (название изначальное) ; Богоматерь Умиление Владимирская (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия","Размеры: В. 30, Ш. 50 (доска) / В. 50, Ш. 30 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны датировка, техника, требуется уточнение.",NA,ИКОНА,30,50,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия ?    Период оригинала: 4 четверть 19 век,"Стиль: Дерево поделочное; Другое: фольга, Олово (сплавы) ? / Серебро ?    Размеры: В. 30, Ш. 40 (в киоте) / В. 40, Ш. 30 (в киоте)    Ссылка на каталоги / инвентари: В источнике не указаны название, техника, требуется уточнение.",NA,ИКОНА,30,40,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,1,1
"Троица (название употребляемое); Избранные Святые (название предполагаемое); Святая Троица (название изначальное)    Автор: Аноним (иконописец, художник)    Школа / Место издания: Россия ?","Стиль: Холст ?;  Квадрат почти; Масло: мрачных тонов    Размеры: В. 130, Ш. 125 (без обрамления ?)    Ссылка на каталоги / инвентари: Состояние: осыпание красочного слоя (местами).  В источнике указана иконография: 3 фигуры Святых, требуется уточнение.",NA,ИКОНА,130,125,NA,NA,2016-06-14T12:45:29+03:00,ICON,1,0,0,0
"Святая Троица (название употребляемое); Троица Ветхозаветная (название придуманное); Явление Аврааму трех ангелов (название изначальное)    Автор: Аноним (иконописец, художник)    Школа / Место издания: Россия ?","Стиль: Холст ?;  Квадрат почти; Масло: мрачных тонов    Размеры: В. 130, Ш. 125 (без обрамления ?)    Ссылка на каталоги / инвентари: Состояние: осыпание красочного слоя (местами).  В источнике указана иконография: 3 фигуры Святых, требуется уточнение.",NA,ИКОНА,130,125,NA,NA,2016-06-14T12:45:29+03:00,ICON,1,0,0,0
"Троица (название придуманное, название изменяемое); Деисус (название употребляемое); Моление (название в переводе)    В русском оригинале (переводе): Деисус (название изначальное; греческий)    Автор: Аноним (иконописец, художник)    Школа / Место издания: Россия ?","Стиль: Холст ?;  Квадрат почти; Масло: мрачных тонов    Размеры: В. 130, Ш. 125 (без обрамления ?)    Ссылка на каталоги / инвентари: Состояние: осыпание красочного слоя (местами).  В источнике указана иконография: 3 фигуры Святых, требуется уточнение.",NA,ИКОНА,130,125,NA,NA,2016-06-14T12:45:29+03:00,ICON,1,0,0,0
"Все Святые (название употребляемое); Минеи (название придуманное); Святые года (название предполагаемое)    Автор: Аноним (иконописец, художник)    Школа / Место издания: Россия ?","Стиль: Холст ?;  Квадрат почти    Размеры: В. 130, Ш. 125 (без обрамления ?)    Ссылка на каталоги / инвентари: Состояние: осыпание красочного слоя (местами).  В источнике не указана иконография, требуется уточнение.",NA,ИКОНА,130,125,NA,NA,2016-06-14T12:45:29+03:00,ICON,1,0,0,0
"Все Святые (название употребляемое); Минеи (название придуманное); Святые года (название предполагаемое)    Автор: Аноним (иконописец, художник)    Школа / Место издания: Россия ?","Стиль: Холст ?;  Квадрат почти    Размеры: В. 130, Ш. 125 (без обрамления ?)    Ссылка на каталоги / инвентари: Состояние: осыпание красочного слоя (местами).  В источнике не указана иконография, требуется уточнение.",NA,ИКОНА,130,125,NA,NA,2016-06-14T12:45:29+03:00,ICON,1,0,0,0
Богоматерь с младенцем (название употребляемое)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия ?,"Стиль: Дерево поделочное; С басмой ?: фольга, Олово (сплавы) ?/ Серебро ?, венок / венец с 4 бусинками (?)    Размеры: В. 45, Ш. 55 (в киоте) / В. 55, Ш. 45 (в киоте)    Ссылка на каталоги / инвентари: Состояние: с левой стороны содрана краска.  В источнике не указаны техника, иконография, требуется уточнение.",NA,ИКОНА,45,55,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,1,1
"Святой Николай Чудотворец, Святая великая княгиня Ольга, Святая Татьяна, Святой Алескандр и Святой Виктор (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия","Стиль: Золочение: фон    Размеры: В. 81 (не менее), В. 100 (не более), Ш. 61 (не менее), Ш. 71 (не более)    Характер подписи: [имена Святых] (под ? изображением)",NA,ИКОНА,81,61,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,1
Двенадцать праздников (название употребляемое); Сошествие во ад / Воскресение Христово и Праздники (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,"Стиль: Золотистый, Коричневый: бронзовая краска по краям иконы (3 см), по краям клейм    Размеры: В. 81 (не менее), В. 100 (не более), Ш. 61 (не менее), Ш. 70 (не более)    Ссылка на каталоги / инвентари: Состояние: потемнение красочного слоя.",NA,ИКОНА,81,61,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,0,1,0
Всех Святых (название придуманное); Святые года (название изначальное); Минея годовая (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 2 половина 19 век,"Стиль: Темпера: миниатюрная живопись, виртуозность письма    Размеры: В. 52, Ш. 46 (доска); В. 52, Ш. 44 (доска)    Ссылка на каталоги / инвентари: В сточниках не указаны иконографические особености, требуется уточнение.",NA,ИКОНА,52,46,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Благовещение (название изначальное); Архангел Гавриил из Благовещения (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,Размеры: Д. 28 (доска),NA,ИКОНА,NA,NA,28,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
"Благовещение (название изначальное, название сцены); Дева Мария из Благовещения (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век",Размеры: Д. 28 (доска),NA,ИКОНА,NA,NA,28,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Марк Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,Размеры: Д. 28 (доска),NA,ИКОНА,NA,NA,28,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Иоанн Богослов Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,Размеры: Д. 28 (доска),NA,ИКОНА,NA,NA,28,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Матфей Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,Размеры: Д. 28 (доска),NA,ИКОНА,NA,NA,28,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Лука Евагелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,Размеры: Д. 28 (доска),NA,ИКОНА,NA,NA,28,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Благовещение (название изначальное); Архангел Гавриил из Благовещения (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 четверть 20 век,"Размеры: В. 48, Ш. 25 (доска)",NA,ИКОНА,48,25,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Благовещение (название изначальное); Дева Мария из Благовещения (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 четверть 20 век,"Размеры: В. 45, Ш. 25 (доска); В. 48, Ш. 25 (доска)",NA,ИКОНА,45,25,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Марк Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,Размеры: Д. 23 (доска),NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Иоанн Богослов Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,Размеры: Д. 23 (доска),NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Матфей Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,Размеры: Д. 23 (доска),NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Лука Евагелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,Размеры: Д. 23 (доска),NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
"Спас (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век","Размеры: В. 29, Ш. 32 (доска) / В. 32, Ш. 29 (доска)",NA,ИКОНА,29,32,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Благовещение (название изначальное); Архангел Гавриил из Благовещения (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 четверть 20 век; 2 половина 19 век,"Размеры: В. 48, Ш. 25 (доска)    Ссылка на каталоги / инвентари: Фото: в источнике было указано наличие фото, требуется уточнение.",NA,ИКОНА,48,25,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
"Благовещение (название изначальное, название сцены); Дева Мария из Благовещения (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 1 четверть 20 век; 2 половина 19 век","Размеры: В. 45, Ш. 25 (доска); В. 48, Ш. 25 (доска)    Ссылка на каталоги / инвентари: Фото: в источнике было указано наличие фото, требуется уточнение.",NA,ИКОНА,45,25,NA,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Марк Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,"Размеры: Д. 23 (доска)    Ссылка на каталоги / инвентари: Фото: в источнике было указано наличие фото, требуется уточнение.",NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Иоанн Богослов Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,"Размеры: Д. 23 (доска)    Ссылка на каталоги / инвентари: Фото: в источнике было указано наличие фото, требуется уточнение.",NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Матфей Евангелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,"Размеры: Д. 23 (доска)    Ссылка на каталоги / инвентари: Фото: в источнике было указано наличие фото, требуется уточнение.",NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
Святой Апостол Лука Евагелист (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век; 1 четверть 20 век,"Размеры: Д. 23 (доска)    Ссылка на каталоги / инвентари: Фото: в источнике было указано наличие фото, требуется уточнение.",NA,ИКОНА,NA,NA,23,NA,2016-06-14T12:45:29+03:00,ICON,0,1,0,0
